Row ID|Order ID|Order Date|Ship Date|Ship Mode|Customer ID|Customer Name|Segment|Country|City|State|Postal Code|Region|Product ID|Category|Sub-Category|Product Name|Sales|Quantity|Discount|Profit
4225|CA-2021-108644|01-10-2021|04-10-2021|First Class|SJ-20215|Sarah Jordon|Consumer|United States|Quincy|Illinois|62301|Central|OFF-BI-10000343|Office Supplies|Binders|"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"|1.964|2|0.8|-3.2406
6946|CA-2021-106243|01-10-2021|05-10-2021|Standard Class|GM-14680|Greg Matthias|Consumer|United States|New York City|New York|10011|East|FUR-BO-10003034|Furniture|Bookcases|O'Sullivan Elevations Bookcase, Cherry Finish|523.92|5|0.2|-26.196
2667|CA-2021-111794|02-10-2021|02-10-2021|Same Day|HG-15025|Hunter Glantz|Consumer|United States|Amarillo|Texas|79109|Central|TEC-AC-20003832|Technology|Accessories|Imation 16GB Mini TravelDrive USB 2.0 Flash Drive|79.512|3|0.2|20.8719
1068|CA-2021-157686|02-10-2021|03-10-2021|First Class|BD-11620|Brian DeCherney|Consumer|United States|San Francisco|California|94122|West|FUR-CH-10001146|Furniture|Chairs|Global Value Mid-Back Manager's Chair, Gray|194.848|4|0.2|12.178
1264|CA-2021-155992|02-10-2021|03-10-2021|First Class|CC-12220|Chris Cortes|Consumer|United States|La Porte|Indiana|46350|Central|TEC-PH-10000215|Technology|Phones|Plantronics Cordless Phone Headset with In-line Volume - M214C|69.9|2|0.0|18.873
7193|CA-2021-116918|02-10-2021|07-10-2021|Second Class|JK-15205|Jamie Kunitz|Consumer|United States|Hialeah|Florida|33012|South|OFF-AR-10003631|Office Supplies|Art|Staples|30.976|8|0.2|5.0336
7192|CA-2021-116918|02-10-2021|07-10-2021|Second Class|JK-15205|Jamie Kunitz|Consumer|United States|Hialeah|Florida|33012|South|OFF-BI-10004140|Office Supplies|Binders|Avery Non-Stick Binders|5.388|4|0.7|-4.49
1265|CA-2021-155992|02-10-2021|03-10-2021|First Class|CC-12220|Chris Cortes|Consumer|United States|La Porte|Indiana|46350|Central|FUR-FU-10003724|Furniture|Furnishings|Westinghouse Clip-On Gooseneck Lamps|41.85|5|0.0|10.881
2229|CA-2021-139157|02-10-2021|06-10-2021|Standard Class|GM-14680|Greg Matthias|Consumer|United States|New York City|New York|10024|East|FUR-TA-10003238|Furniture|Tables|"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"|330.588|1|0.4|-115.7058
2668|CA-2021-111794|02-10-2021|02-10-2021|Same Day|HG-15025|Hunter Glantz|Consumer|United States|Amarillo|Texas|79109|Central|OFF-PA-10000474|Office Supplies|Paper|Staples|28.352|1|0.2|9.5688
6828|CA-2021-118689|03-10-2021|10-10-2021|Standard Class|TC-20980|Tamara Chand|Corporate|United States|Lafayette|Indiana|47905|Central|OFF-BI-10004600|Office Supplies|Binders|Ibico Ibimaster 300 Manual Binding System|735.98|2|0.0|331.191
6827|CA-2021-118689|03-10-2021|10-10-2021|Standard Class|TC-20980|Tamara Chand|Corporate|United States|Lafayette|Indiana|47905|Central|TEC-CO-10004722|Technology|Copiers|Canon imageCLASS 2200 Advanced Copier|17499.95|5|0.0|8399.976
6830|CA-2021-118689|03-10-2021|10-10-2021|Standard Class|TC-20980|Tamara Chand|Corporate|United States|Lafayette|Indiana|47905|Central|OFF-AR-10001958|Office Supplies|Art|Stanley Bostitch Contemporary Electric Pencil Sharpeners|33.96|2|0.0|9.5088
2993|CA-2021-134376|03-10-2021|07-10-2021|Standard Class|TT-21265|Tim Taslimi|Corporate|United States|New York City|New York|10024|East|OFF-AP-10004532|Office Supplies|Appliances|Kensington 6 Outlet Guardian Standard Surge Protector|61.44|3|0.0|16.5888
4513|CA-2021-118969|03-10-2021|04-10-2021|First Class|LP-17095|Liz Preis|Consumer|United States|Phoenix|Arizona|85023|West|OFF-BI-10002429|Office Supplies|Binders|Premier Elliptical Ring Binder, Black|54.792|6|0.7|-40.1808
6826|CA-2021-118689|03-10-2021|10-10-2021|Standard Class|TC-20980|Tamara Chand|Corporate|United States|Lafayette|Indiana|47905|Central|OFF-ST-10001558|Office Supplies|Storage|Acco Perma 4000 Stacking Storage Drawers|32.48|2|0.0|4.872
6829|CA-2021-118689|03-10-2021|10-10-2021|Standard Class|TC-20980|Tamara Chand|Corporate|United States|Lafayette|Indiana|47905|Central|OFF-BI-10003712|Office Supplies|Binders|"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue"|34.37|7|0.0|16.8413
981|CA-2021-144939|04-10-2021|09-10-2021|Standard Class|EB-13870|Emily Burns|Consumer|United States|New York City|New York|10035|East|FUR-CH-10003199|Furniture|Chairs|Office Star - Contemporary Task Swivel Chair|599.292|6|0.1|93.2232
7873|CA-2021-101672|04-10-2021|08-10-2021|Standard Class|DB-12910|Daniel Byrd|Home Office|United States|Lake Forest|California|92630|West|FUR-CH-10004063|Furniture|Chairs|Global Deluxe High-Back Manager's Chair|915.136|4|0.2|102.9528
897|CA-2021-140634|04-10-2021|07-10-2021|Second Class|HL-15040|Hunter Lopez|Consumer|United States|Houston|Texas|77095|Central|OFF-EN-10001099|Office Supplies|Envelopes|Staples|15.648|2|0.2|5.0856
7874|CA-2021-101672|04-10-2021|08-10-2021|Standard Class|DB-12910|Daniel Byrd|Home Office|United States|Lake Forest|California|92630|West|OFF-PA-10004610|Office Supplies|Paper|Xerox 1900|8.56|2|0.0|3.852
7875|CA-2021-101672|04-10-2021|08-10-2021|Standard Class|DB-12910|Daniel Byrd|Home Office|United States|Lake Forest|California|92630|West|OFF-PA-10001878|Office Supplies|Paper|Xerox 1891|97.82|2|0.0|45.9754
7872|CA-2021-101672|04-10-2021|08-10-2021|Standard Class|DB-12910|Daniel Byrd|Home Office|United States|Lake Forest|California|92630|West|OFF-LA-10002271|Office Supplies|Labels|Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set|6.16|2|0.0|2.9568
6370|CA-2021-103919|04-10-2021|08-10-2021|Standard Class|TP-21565|Tracy Poddar|Corporate|United States|Grand Prairie|Texas|75051|Central|FUR-FU-10001756|Furniture|Furnishings|Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany|38.08|5|0.6|-29.512
7666|US-2021-140158|05-10-2021|09-10-2021|Standard Class|DR-12940|Daniel Raglin|Home Office|United States|Providence|Rhode Island|2908|East|OFF-BI-10000977|Office Supplies|Binders|Ibico Plastic Spiral Binding Combs|30.4|1|0.0|13.984
8922|CA-2021-145709|05-10-2021|09-10-2021|Standard Class|AH-10690|Anna Häberlin|Corporate|United States|Coral Gables|Florida|33134|South|TEC-PH-10003095|Technology|Phones|Samsung HM1900 Bluetooth Headset|52.68|3|0.2|19.755
7667|US-2021-140158|05-10-2021|09-10-2021|Standard Class|DR-12940|Daniel Raglin|Home Office|United States|Providence|Rhode Island|2908|East|TEC-CO-10001449|Technology|Copiers|Hewlett Packard LaserJet 3310 Copier|5399.91|9|0.0|2591.9568
8923|CA-2021-145709|05-10-2021|09-10-2021|Standard Class|AH-10690|Anna Häberlin|Corporate|United States|Coral Gables|Florida|33134|South|FUR-FU-10002885|Furniture|Furnishings|Magna Visual Magnetic Picture Hangers|11.568|3|0.2|2.6028
8157|CA-2021-131296|05-10-2021|10-10-2021|Standard Class|MS-17830|Melanie Seite|Consumer|United States|Baltimore|Maryland|21215|East|FUR-TA-10002622|Furniture|Tables|Bush Andora Conference Table, Maple/Graphite Gray Finish|239.372|2|0.3|-23.9372
7668|US-2021-140158|05-10-2021|09-10-2021|Standard Class|DR-12940|Daniel Raglin|Home Office|United States|Providence|Rhode Island|2908|East|OFF-ST-10000136|Office Supplies|Storage|Letter Size File|119.1|3|0.0|34.539
4304|CA-2021-121601|05-10-2021|05-10-2021|Same Day|MO-17500|Mary O'Rourke|Consumer|United States|The Colony|Texas|75056|Central|OFF-EN-10003862|Office Supplies|Envelopes|Laser & Ink Jet Business Envelopes|59.752|7|0.2|19.4194
7643|US-2021-157490|07-10-2021|08-10-2021|First Class|LB-16795|Laurel Beltran|Home Office|United States|Pueblo|Colorado|81001|West|OFF-BI-10002824|Office Supplies|Binders|Recycled Easel Ring Binders|17.904|4|0.7|-14.92
6265|US-2021-115952|07-10-2021|07-10-2021|Same Day|JH-15910|Jonathan Howell|Consumer|United States|Tulsa|Oklahoma|74133|Central|OFF-BI-10004654|Office Supplies|Binders|Avery Binding System Hidden Tab Executive Style Index Sets|28.85|5|0.0|14.425
7645|US-2021-157490|07-10-2021|08-10-2021|First Class|LB-16795|Laurel Beltran|Home Office|United States|Pueblo|Colorado|81001|West|TEC-AC-10001553|Technology|Accessories|Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack|67.96|5|0.2|0.8495
7642|US-2021-157490|07-10-2021|08-10-2021|First Class|LB-16795|Laurel Beltran|Home Office|United States|Pueblo|Colorado|81001|West|TEC-MA-10001695|Technology|Machines|Zebra GK420t Direct Thermal/Thermal Transfer Printer|703.71|6|0.7|-938.28
7644|US-2021-157490|07-10-2021|08-10-2021|First Class|LB-16795|Laurel Beltran|Home Office|United States|Pueblo|Colorado|81001|West|OFF-BI-10002571|Office Supplies|Binders|"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""|11.976|4|0.7|-9.1816
4751|CA-2021-127649|08-10-2021|10-10-2021|First Class|DL-13495|Dionis Lloyd|Corporate|United States|Spokane|Washington|99207|West|TEC-MA-10001972|Technology|Machines|Okidata C331dn Printer|837.6|3|0.2|62.82
5004|CA-2021-155033|08-10-2021|13-10-2021|Standard Class|CC-12475|Cindy Chapman|Consumer|United States|Los Angeles|California|90032|West|OFF-PA-10000143|Office Supplies|Paper|Astroparche Fine Business Paper|10.56|2|0.0|5.0688
8007|CA-2021-139808|08-10-2021|12-10-2021|Standard Class|MC-18100|Mick Crebagga|Consumer|United States|Marysville|Washington|98270|West|OFF-FA-10001883|Office Supplies|Fasteners|Alliance Super-Size Bands, Assorted Sizes|93.36|12|0.0|0.9336
6377|CA-2021-163216|08-10-2021|11-10-2021|First Class|AW-10930|Arthur Wiediger|Home Office|United States|Philadelphia|Pennsylvania|19143|East|OFF-LA-10000134|Office Supplies|Labels|Avery 511|4.928|2|0.2|1.7248
3449|CA-2021-162614|08-10-2021|14-10-2021|Standard Class|TB-21250|Tim Brockman|Consumer|United States|Los Angeles|California|90049|West|OFF-BI-10004001|Office Supplies|Binders|GBC Recycled VeloBinder Covers|27.264|2|0.2|8.8608
2557|US-2021-126844|09-10-2021|15-10-2021|Standard Class|BW-11110|Bart Watters|Corporate|United States|Houston|Texas|77070|Central|FUR-FU-10004909|Furniture|Furnishings|Contemporary Wood/Metal Frame|51.712|8|0.6|-32.32
5767|CA-2021-149685|09-10-2021|16-10-2021|Standard Class|PM-19135|Peter McVee|Home Office|United States|San Antonio|Texas|78207|Central|OFF-LA-10004545|Office Supplies|Labels|Avery 50|60.144|6|0.2|20.2986
5507|US-2021-162026|09-10-2021|09-10-2021|Same Day|JE-15745|Joel Eaton|Consumer|United States|Los Angeles|California|90036|West|OFF-PA-10000167|Office Supplies|Paper|Xerox 1925|61.96|2|0.0|27.882
5975|CA-2021-135636|09-10-2021|14-10-2021|Standard Class|DB-13615|Doug Bickford|Consumer|United States|Charlotte|North Carolina|28205|South|OFF-ST-10000676|Office Supplies|Storage|Fellowes Econo/Stor Drawers|387.72|5|0.2|-67.851
2785|CA-2021-116974|10-10-2021|16-10-2021|Standard Class|MP-17965|Michael Paige|Corporate|United States|Troy|Ohio|45373|East|TEC-PH-10004897|Technology|Phones|Mediabridge Sport Armband iPhone 5s|23.976|4|0.4|-15.5844
7357|CA-2021-114748|10-10-2021|15-10-2021|Standard Class|MZ-17335|Maria Zettner|Home Office|United States|Phoenix|Arizona|85023|West|OFF-AR-10001315|Office Supplies|Art|Newell 310|1.408|1|0.2|0.1584
7358|CA-2021-114748|10-10-2021|15-10-2021|Standard Class|MZ-17335|Maria Zettner|Home Office|United States|Phoenix|Arizona|85023|West|FUR-FU-10001488|Furniture|Furnishings|"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"|169.568|2|0.2|0.0
6508|US-2021-128909|10-10-2021|12-10-2021|Second Class|SP-20545|Sibella Parks|Corporate|United States|Philadelphia|Pennsylvania|19143|East|FUR-FU-10004071|Furniture|Furnishings|Luxo Professional Magnifying Clamp-On Fluorescent Lamps|332.832|4|0.2|-24.9624
6507|US-2021-128909|10-10-2021|12-10-2021|Second Class|SP-20545|Sibella Parks|Corporate|United States|Philadelphia|Pennsylvania|19143|East|OFF-PA-10001593|Office Supplies|Paper|Xerox 1947|19.136|4|0.2|5.98
7274|US-2021-150357|11-10-2021|15-10-2021|Standard Class|EB-13975|Erica Bern|Corporate|United States|Greensboro|North Carolina|27405|South|OFF-BI-10002557|Office Supplies|Binders|Presstex Flexible Ring Binders|4.095|3|0.7|-2.73
7273|US-2021-150357|11-10-2021|15-10-2021|Standard Class|EB-13975|Erica Bern|Corporate|United States|Greensboro|North Carolina|27405|South|OFF-SU-10004498|Office Supplies|Supplies|Martin-Yale Premier Letter Opener|20.608|2|0.2|-4.3792
