Row ID|Order ID|Order Date|Ship Date|Ship Mode|Customer ID|Customer Name|Segment|Country|City|State|Postal Code|Region|Product ID|Category|Sub-Category|Product Name|Sales|Quantity|Discount|Profit
4495|CA-2019-150798|01-12-2019|03-12-2019|Second Class|JK-15730|Joe Kamberova|Consumer|United States|Columbus|Ohio|43229|East|FUR-CH-10000015|Furniture|Chairs|Hon Multipurpose Stacking Arm Chairs|909.72|6|0.3|-51.984
4494|CA-2019-150798|01-12-2019|03-12-2019|Second Class|JK-15730|Joe Kamberova|Consumer|United States|Columbus|Ohio|43229|East|OFF-PA-10001972|Office Supplies|Paper|Xerox 214|36.288|7|0.2|12.7008
8005|CA-2019-143210|01-12-2019|03-12-2019|First Class|AA-10645|Anna Andreadi|Consumer|United States|Lowell|Massachusetts|1852|East|FUR-FU-10003878|Furniture|Furnishings|"Linden 10"" Round Wall Clock, Black"|45.84|3|0.0|15.5856
1793|CA-2019-120474|01-12-2019|03-12-2019|First Class|RP-19390|Resi Pölking|Consumer|United States|Madison|Wisconsin|53711|Central|OFF-AR-10000475|Office Supplies|Art|Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black|46.64|4|0.0|12.5928
4492|CA-2019-150798|01-12-2019|03-12-2019|Second Class|JK-15730|Joe Kamberova|Consumer|United States|Columbus|Ohio|43229|East|TEC-CO-10001571|Technology|Copiers|Sharp 1540cs Digital Laser Copier|659.988|2|0.4|109.998
4905|US-2019-161613|01-12-2019|03-12-2019|Second Class|MC-17605|Matt Connell|Corporate|United States|Houston|Texas|77070|Central|FUR-CH-10003746|Furniture|Chairs|Hon 4070 Series Pagoda Round Back Stacking Chairs|674.058|3|0.3|-19.2588
3199|CA-2019-131527|01-12-2019|07-12-2019|Standard Class|TB-21280|Toby Braunhardt|Consumer|United States|Jacksonville|North Carolina|28540|South|TEC-PH-10001644|Technology|Phones|BlueLounge Milo Smartphone Stand, White/Metallic|95.968|4|0.2|9.5968
2076|CA-2019-131051|01-12-2019|05-12-2019|Standard Class|TR-21325|Toby Ritter|Consumer|United States|San Francisco|California|94122|West|FUR-FU-10001861|Furniture|Furnishings|Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts|58.2|3|0.0|28.518
8006|CA-2019-143210|01-12-2019|03-12-2019|First Class|AA-10645|Anna Andreadi|Consumer|United States|Lowell|Massachusetts|1852|East|FUR-FU-10002268|Furniture|Furnishings|Ultra Door Push Plate|9.82|2|0.0|3.2406
1792|CA-2019-120474|01-12-2019|03-12-2019|First Class|RP-19390|Resi Pölking|Consumer|United States|Madison|Wisconsin|53711|Central|FUR-CH-10001854|Furniture|Chairs|Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat|2807.84|8|0.0|673.8816
4493|CA-2019-150798|01-12-2019|03-12-2019|Second Class|JK-15730|Joe Kamberova|Consumer|United States|Columbus|Ohio|43229|East|FUR-FU-10000221|Furniture|Furnishings|Master Caster Door Stop, Brown|8.128|2|0.2|1.4224
8004|CA-2019-143210|01-12-2019|03-12-2019|First Class|AA-10645|Anna Andreadi|Consumer|United States|Lowell|Massachusetts|1852|East|TEC-PH-10004434|Technology|Phones|Cisco IP Phone 7961G VoIP phone - Dark gray|271.9|2|0.0|78.851
6601|CA-2019-154095|02-12-2019|07-12-2019|Standard Class|ON-18715|Odella Nelson|Corporate|United States|Clinton|Maryland|20735|East|OFF-PA-10002923|Office Supplies|Paper|Xerox 1942|146.82|3|0.0|73.41
709|CA-2019-112158|02-12-2019|04-12-2019|First Class|DP-13165|David Philippe|Consumer|United States|New York City|New York|10035|East|FUR-BO-10003272|Furniture|Bookcases|O'Sullivan Living Dimensions 5-Shelf Bookcases|883.92|5|0.2|-110.49
