Row ID|Order ID|Order Date|Ship Date|Ship Mode|Customer ID|Customer Name|Segment|Country|City|State|Postal Code|Region|Product ID|Category|Sub-Category|Product Name|Sales|Quantity|Discount|Profit
6548|CA-2019-113880|01-03-2019|05-03-2019|Standard Class|VF-21715|Vicky Freymann|Home Office|United States|Elmhurst|Illinois|60126|Central|FUR-CH-10000863|Furniture|Chairs|Novimex Swivel Fabric Task Chair|634.116|6|0.3|-172.1172
158|CA-2019-104269|01-03-2019|06-03-2019|Second Class|DB-13060|Dave Brooks|Consumer|United States|Seattle|Washington|98115|West|FUR-CH-10004063|Furniture|Chairs|Global Deluxe High-Back Manager's Chair|457.568|2|0.2|51.4764
7949|CA-2019-131009|01-03-2019|05-03-2019|Standard Class|SC-20380|Shahid Collister|Consumer|United States|El Paso|Texas|79907|Central|FUR-CH-10001270|Furniture|Chairs|Harbour Creations Steel Folding Chair|362.25|6|0.3|0.0
7948|CA-2019-131009|01-03-2019|05-03-2019|Standard Class|SC-20380|Shahid Collister|Consumer|United States|El Paso|Texas|79907|Central|OFF-FA-10004395|Office Supplies|Fasteners|Plymouth Boxed Rubber Bands by Plymouth|18.84|5|0.2|-3.5325
5714|US-2019-143707|01-03-2019|05-03-2019|Standard Class|HR-14770|Hallie Redmond|Home Office|United States|New York City|New York|10035|East|TEC-PH-10003655|Technology|Phones|Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4|5.94|3|0.0|1.6038
8311|CA-2019-168312|01-03-2019|07-03-2019|Standard Class|GW-14605|Giulietta Weimer|Consumer|United States|Houston|Texas|77036|Central|FUR-TA-10001866|Furniture|Tables|Bevis Round Conference Room Tables and Bases|376.509|3|0.3|-43.0296
8310|CA-2019-168312|01-03-2019|07-03-2019|Standard Class|GW-14605|Giulietta Weimer|Consumer|United States|Houston|Texas|77036|Central|OFF-ST-10003692|Office Supplies|Storage|Recycled Steel Personal File for Hanging File Folders|137.352|3|0.2|8.5845
7951|CA-2019-131009|01-03-2019|05-03-2019|Standard Class|SC-20380|Shahid Collister|Consumer|United States|El Paso|Texas|79907|Central|OFF-ST-10001469|Office Supplies|Storage|Fellowes Bankers Box Recycled Super Stor/Drawer|129.552|3|0.2|-22.6716
6549|CA-2019-113880|01-03-2019|05-03-2019|Standard Class|VF-21715|Vicky Freymann|Home Office|United States|Elmhurst|Illinois|60126|Central|OFF-PA-10003036|Office Supplies|Paper|"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book"|17.472|3|0.2|5.6784
7950|CA-2019-131009|01-03-2019|05-03-2019|Standard Class|SC-20380|Shahid Collister|Consumer|United States|El Paso|Texas|79907|Central|FUR-FU-10001095|Furniture|Furnishings|DAX Black Cherry Wood-Tone Poster Frame|63.552|6|0.6|-34.9536
