Row ID|Order ID|Order Date|Ship Date|Ship Mode|Customer ID|Customer Name|Segment|Country|City|State|Postal Code|Region|Product ID|Category|Sub-Category|Product Name|Sales|Quantity|Discount|Profit
9445|CA-2020-104052|01-03-2020|02-03-2020|First Class|TP-21565|Tracy Poddar|Corporate|United States|Coppell|Texas|75019|Central|TEC-PH-10003215|Technology|Phones|Jackery Bar Premium Fast-charging Portable Charger|0|0|0.2|34.742
8704|CA-2020-133494|01-03-2020|05-03-2020|Standard Class|RP-19390|Resi Pölking|Consumer|United States|Philadelphia|Pennsylvania|19120|East|OFF-AP-10002906|Office Supplies|Appliances|Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum|0|0|0.2|0.444
8782|CA-2020-133585|01-03-2020|04-03-2020|First Class|CM-12715|Craig Molinari|Corporate|United States|Houston|Texas|77070|Central|FUR-BO-10001811|Furniture|Bookcases|Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors|0|0|0.32|-36.1176
8781|CA-2020-133585|01-03-2020|04-03-2020|First Class|CM-12715|Craig Molinari|Corporate|United States|Houston|Texas|77070|Central|OFF-AR-10003696|Office Supplies|Art|Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop|0|0|0.2|6.2244
118|CA-2020-110457|02-03-2020|06-03-2020|Standard Class|DK-13090|Dave Kipp|Consumer|United States|Seattle|Washington|98103|West|FUR-TA-10001768|Furniture|Tables|Hon Racetrack Conference Tables|0|0|0.0|165.3813
1129|CA-2020-105970|02-03-2020|07-03-2020|Standard Class|PA-19060|Pete Armstrong|Home Office|United States|Richmond|Indiana|47374|Central|OFF-EN-10001532|Office Supplies|Envelopes|Brown Kraft Recycled Envelopes|0|0|0.0|50.94
1128|CA-2020-105970|02-03-2020|07-03-2020|Standard Class|PA-19060|Pete Armstrong|Home Office|United States|Richmond|Indiana|47374|Central|OFF-AR-10003156|Office Supplies|Art|50 Colored Long Pencils|0|0|0.0|2.6416
8251|CA-2020-140221|05-03-2020|09-03-2020|Second Class|MS-17365|Maribeth Schnelling|Consumer|United States|Chicago|Illinois|60653|Central|FUR-FU-10000023|Furniture|Furnishings|Eldon Wave Desk Accessories|0|0|0.6|-1.8848
5329|CA-2020-120320|05-03-2020|09-03-2020|Standard Class|MV-18190|Mike Vittorini|Consumer|United States|Houston|Texas|77036|Central|TEC-PH-10000149|Technology|Phones|Cisco SPA525G2 IP Phone - Wireless|0|0|0.2|2.394
5089|CA-2020-109001|05-03-2020|09-03-2020|Standard Class|KN-16390|Katherine Nockton|Corporate|United States|Philadelphia|Pennsylvania|19120|East|OFF-BI-10003529|Office Supplies|Binders|Avery Round Ring Poly Binders|0|0|0.7|-1.7892
1881|CA-2020-109512|05-03-2020|05-03-2020|Same Day|LF-17185|Luke Foster|Consumer|United States|New York City|New York|10011|East|OFF-EN-10002621|Office Supplies|Envelopes|Staples|0|0|0.0|14.67
5255|CA-2020-125185|05-03-2020|07-03-2020|Second Class|AH-10195|Alan Haines|Corporate|United States|Bethlehem|Pennsylvania|18018|East|FUR-CH-10002647|Furniture|Chairs|Situations Contoured Folding Chairs, 4/Set|0|0|0.3|-7.098
8253|CA-2020-140221|05-03-2020|09-03-2020|Second Class|MS-17365|Maribeth Schnelling|Consumer|United States|Chicago|Illinois|60653|Central|OFF-ST-10000777|Office Supplies|Storage|Companion Letter/Legal File, Black|0|0|0.2|6.0416
6446|CA-2020-151785|05-03-2020|10-03-2020|Standard Class|JJ-15445|Jennifer Jackson|Consumer|United States|Chicago|Illinois|60623|Central|OFF-FA-10000611|Office Supplies|Fasteners|Binder Clips by OIC|0|0|0.2|2.4864
5088|CA-2020-109001|05-03-2020|09-03-2020|Standard Class|KN-16390|Katherine Nockton|Corporate|United States|Philadelphia|Pennsylvania|19120|East|TEC-AC-10001101|Technology|Accessories|Sony 16GB Class 10 Micro SDHC R40 Memory Card|0|0|0.2|-1.289
8250|CA-2020-140221|05-03-2020|09-03-2020|Second Class|MS-17365|Maribeth Schnelling|Consumer|United States|Chicago|Illinois|60653|Central|OFF-BI-10002854|Office Supplies|Binders|Performers Binder/Pad Holder, Black|0|0|0.8|-16.818
1882|CA-2020-109512|05-03-2020|05-03-2020|Same Day|LF-17185|Luke Foster|Consumer|United States|New York City|New York|10011|East|FUR-CH-10001146|Furniture|Chairs|Global Value Mid-Back Manager's Chair, Gray|0|0|0.1|63.9345
8252|CA-2020-140221|05-03-2020|09-03-2020|Second Class|MS-17365|Maribeth Schnelling|Consumer|United States|Chicago|Illinois|60653|Central|OFF-AP-10000828|Office Supplies|Appliances|Avanti 4.4 Cu. Ft. Refrigerator|0|0|0.8|-470.548
5256|CA-2020-125185|05-03-2020|07-03-2020|Second Class|AH-10195|Alan Haines|Corporate|United States|Bethlehem|Pennsylvania|18018|East|FUR-FU-10003247|Furniture|Furnishings|36X48 HARDFLOOR CHAIRMAT|0|0|0.2|-5.4548
2285|CA-2020-153108|05-03-2020|09-03-2020|Standard Class|SF-20200|Sarah Foster|Consumer|United States|New Castle|Indiana|47362|Central|OFF-AP-10002222|Office Supplies|Appliances|Staples|0|0|0.0|16.3863
1883|CA-2020-109512|05-03-2020|05-03-2020|Same Day|LF-17185|Luke Foster|Consumer|United States|New York City|New York|10011|East|OFF-ST-10000689|Office Supplies|Storage|Fellowes Strictly Business Drawer File, Letter/Legal Size|0|0|0.0|67.608
2284|CA-2020-153108|05-03-2020|09-03-2020|Standard Class|SF-20200|Sarah Foster|Consumer|United States|New Castle|Indiana|47362|Central|TEC-PH-10001552|Technology|Phones|I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink|0|0|0.0|6.6976
5087|CA-2020-109001|05-03-2020|09-03-2020|Standard Class|KN-16390|Katherine Nockton|Corporate|United States|Philadelphia|Pennsylvania|19120|East|TEC-PH-10000562|Technology|Phones|Samsung Convoy 3|0|0|0.4|-93.2316
2273|CA-2020-142944|06-03-2020|11-03-2020|Standard Class|JL-15850|John Lucas|Consumer|United States|San Francisco|California|94122|West|FUR-FU-10000308|Furniture|Furnishings|Deflect-o Glass Clear Studded Chair Mats|0|0|0.0|95.7572
2274|CA-2020-142944|06-03-2020|11-03-2020|Standard Class|JL-15850|John Lucas|Consumer|United States|San Francisco|California|94122|West|TEC-CO-10003763|Technology|Copiers|Canon PC1060 Personal Laser Copier|0|0|0.2|377.9946
6343|CA-2020-146255|07-03-2020|10-03-2020|First Class|EM-14140|Eugene Moren|Home Office|United States|Newark|Delaware|19711|East|TEC-AC-10004469|Technology|Accessories|Microsoft Sculpt Comfort Mouse|0|0|0.0|52.734
6344|CA-2020-146255|07-03-2020|10-03-2020|First Class|EM-14140|Eugene Moren|Home Office|United States|Newark|Delaware|19711|East|OFF-BI-10000309|Office Supplies|Binders|"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black"|0|0|0.0|14.9156
6345|CA-2020-146255|07-03-2020|10-03-2020|First Class|EM-14140|Eugene Moren|Home Office|United States|Newark|Delaware|19711|East|OFF-BI-10001765|Office Supplies|Binders|Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges|0|0|0.0|33.2544
6346|CA-2020-146255|07-03-2020|10-03-2020|First Class|EM-14140|Eugene Moren|Home Office|United States|Newark|Delaware|19711|East|TEC-PH-10001619|Technology|Phones|LG G3|0|0|0.0|170.5113
