Row ID|Order ID|Order Date|Ship Date|Ship Mode|Customer ID|Customer Name|Segment|Country|City|State|Postal Code|Region|Product ID|Category|Sub-Category|Product Name|Sales|Quantity|Discount|Profit
8534|CA-2021-156748|01-12-2021|07-12-2021|Standard Class|BS-11755|Bruce Stewart|Consumer|United States|Detroit|Michigan|48227|Central|FUR-CH-10000513|Furniture|Chairs|High-Back Leather Manager's Chair|389.97|3|0.0|35.0973
8533|CA-2021-156748|01-12-2021|07-12-2021|Standard Class|BS-11755|Bruce Stewart|Consumer|United States|Detroit|Michigan|48227|Central|OFF-ST-10001370|Office Supplies|Storage|Sensible Storage WireTech Storage Systems|496.86|7|0.0|24.843
3487|US-2021-134761|01-12-2021|01-12-2021|Same Day|DB-13210|Dean Braden|Consumer|United States|Hickory|North Carolina|28601|South|TEC-PH-10002890|Technology|Phones|AT&T 17929 Lendline Telephone|36.192|1|0.2|2.7144
8532|CA-2021-156748|01-12-2021|07-12-2021|Standard Class|BS-11755|Bruce Stewart|Consumer|United States|Detroit|Michigan|48227|Central|OFF-PA-10002713|Office Supplies|Paper|Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”|13.76|2|0.0|6.3296
8531|CA-2021-156748|01-12-2021|07-12-2021|Standard Class|BS-11755|Bruce Stewart|Consumer|United States|Detroit|Michigan|48227|Central|OFF-PA-10000380|Office Supplies|Paper|"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"|33.36|4|0.0|16.68
9173|US-2021-155768|02-12-2021|02-12-2021|Same Day|LB-16795|Laurel Beltran|Home Office|United States|Oxnard|California|93030|West|OFF-ST-10002292|Office Supplies|Storage|Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish|1112.94|3|0.0|222.588
103|CA-2021-129903|02-12-2021|05-12-2021|Second Class|GZ-14470|Gary Zandusky|Consumer|United States|Rochester|Minnesota|55901|Central|OFF-PA-10004040|Office Supplies|Paper|Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)|23.92|4|0.0|11.7208
9174|US-2021-155768|02-12-2021|02-12-2021|Same Day|LB-16795|Laurel Beltran|Home Office|United States|Oxnard|California|93030|West|OFF-EN-10001219|Office Supplies|Envelopes|"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"|22.92|3|0.0|11.2308
9205|CA-2021-104689|02-12-2021|06-12-2021|Standard Class|FH-14365|Fred Hopkins|Corporate|United States|Los Angeles|California|90004|West|OFF-AR-10001149|Office Supplies|Art|Sanford Colorific Colored Pencils, 12/Box|23.04|8|0.0|6.912
3471|US-2021-150035|02-12-2021|06-12-2021|Standard Class|CL-11890|Carl Ludwig|Consumer|United States|San Francisco|California|94122|West|FUR-FU-10003724|Furniture|Furnishings|Westinghouse Clip-On Gooseneck Lamps|16.74|2|0.0|4.3524
2055|CA-2021-136434|02-12-2021|08-12-2021|Standard Class|RD-19480|Rick Duston|Consumer|United States|Richmond|Indiana|47374|Central|FUR-FU-10001196|Furniture|Furnishings|DAX Cubicle Frames - 8x10|17.31|3|0.0|5.193
