Row ID|Order ID|Order Date|Ship Date|Ship Mode|Customer ID|Customer Name|Segment|Country|City|State|Postal Code|Region|Product ID|Category|Sub-Category|Product Name|Sales|Quantity|Discount|Profit
9445|CA-2020-104052|01-03-2020|02-03-2020|First Class|TP-21565|Tracy Poddar|Corporate|United States|Coppell|Texas|75019|Central|TEC-PH-10003215|Technology|Phones|Jackery Bar Premium Fast-charging Portable Charger|95.84|4|0.2|34.742
8704|CA-2020-133494|01-03-2020|05-03-2020|Standard Class|RP-19390|Resi Pölking|Consumer|United States|Philadelphia|Pennsylvania|19120|East|OFF-AP-10002906|Office Supplies|Appliances|Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum|3.552|2|0.2|0.444
8782|CA-2020-133585|01-03-2020|04-03-2020|First Class|CM-12715|Craig Molinari|Corporate|United States|Houston|Texas|77070|Central|FUR-BO-10001811|Furniture|Bookcases|Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors|1227.9984|6|0.32|-36.1176
8781|CA-2020-133585|01-03-2020|04-03-2020|First Class|CM-12715|Craig Molinari|Corporate|United States|Houston|Texas|77070|Central|OFF-AR-10003696|Office Supplies|Art|Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop|55.328|2|0.2|6.2244
118|CA-2020-110457|02-03-2020|06-03-2020|Standard Class|DK-13090|Dave Kipp|Consumer|United States|Seattle|Washington|98103|West|FUR-TA-10001768|Furniture|Tables|Hon Racetrack Conference Tables|787.53|3|0.0|165.3813
1129|CA-2020-105970|02-03-2020|07-03-2020|Standard Class|PA-19060|Pete Armstrong|Home Office|United States|Richmond|Indiana|47374|Central|OFF-EN-10001532|Office Supplies|Envelopes|Brown Kraft Recycled Envelopes|101.88|6|0.0|50.94
1128|CA-2020-105970|02-03-2020|07-03-2020|Standard Class|PA-19060|Pete Armstrong|Home Office|United States|Richmond|Indiana|47374|Central|OFF-AR-10003156|Office Supplies|Art|50 Colored Long Pencils|10.16|1|0.0|2.6416
8251|CA-2020-140221|05-03-2020|09-03-2020|Second Class|MS-17365|Maribeth Schnelling|Consumer|United States|Chicago|Illinois|60653|Central|FUR-FU-10000023|Furniture|Furnishings|Eldon Wave Desk Accessories|4.712|2|0.6|-1.8848
5329|CA-2020-120320|05-03-2020|09-03-2020|Standard Class|MV-18190|Mike Vittorini|Consumer|United States|Houston|Texas|77036|Central|TEC-PH-10000149|Technology|Phones|Cisco SPA525G2 IP Phone - Wireless|31.92|2|0.2|2.394
5089|CA-2020-109001|05-03-2020|09-03-2020|Standard Class|KN-16390|Katherine Nockton|Corporate|United States|Philadelphia|Pennsylvania|19120|East|OFF-BI-10003529|Office Supplies|Binders|Avery Round Ring Poly Binders|2.556|3|0.7|-1.7892
1881|CA-2020-109512|05-03-2020|05-03-2020|Same Day|LF-17185|Luke Foster|Consumer|United States|New York City|New York|10011|East|OFF-EN-10002621|Office Supplies|Envelopes|Staples|29.34|3|0.0|14.67
5255|CA-2020-125185|05-03-2020|07-03-2020|Second Class|AH-10195|Alan Haines|Corporate|United States|Bethlehem|Pennsylvania|18018|East|FUR-CH-10002647|Furniture|Chairs|Situations Contoured Folding Chairs, 4/Set|99.372|2|0.3|-7.098
8253|CA-2020-140221|05-03-2020|09-03-2020|Second Class|MS-17365|Maribeth Schnelling|Consumer|United States|Chicago|Illinois|60653|Central|OFF-ST-10000777|Office Supplies|Storage|Companion Letter/Legal File, Black|60.416|2|0.2|6.0416
6446|CA-2020-151785|05-03-2020|10-03-2020|Standard Class|JJ-15445|Jennifer Jackson|Consumer|United States|Chicago|Illinois|60623|Central|OFF-FA-10000611|Office Supplies|Fasteners|Binder Clips by OIC|7.104|6|0.2|2.4864
5088|CA-2020-109001|05-03-2020|09-03-2020|Standard Class|KN-16390|Katherine Nockton|Corporate|United States|Philadelphia|Pennsylvania|19120|East|TEC-AC-10001101|Technology|Accessories|Sony 16GB Class 10 Micro SDHC R40 Memory Card|10.312|1|0.2|-1.289
8250|CA-2020-140221|05-03-2020|09-03-2020|Second Class|MS-17365|Maribeth Schnelling|Consumer|United States|Chicago|Illinois|60653|Central|OFF-BI-10002854|Office Supplies|Binders|Performers Binder/Pad Holder, Black|11.212|2|0.8|-16.818
1882|CA-2020-109512|05-03-2020|05-03-2020|Same Day|LF-17185|Luke Foster|Consumer|United States|New York City|New York|10011|East|FUR-CH-10001146|Furniture|Chairs|Global Value Mid-Back Manager's Chair, Gray|383.607|7|0.1|63.9345
8252|CA-2020-140221|05-03-2020|09-03-2020|Second Class|MS-17365|Maribeth Schnelling|Consumer|United States|Chicago|Illinois|60653|Central|OFF-AP-10000828|Office Supplies|Appliances|Avanti 4.4 Cu. Ft. Refrigerator|180.98|5|0.8|-470.548
5256|CA-2020-125185|05-03-2020|07-03-2020|Second Class|AH-10195|Alan Haines|Corporate|United States|Bethlehem|Pennsylvania|18018|East|FUR-FU-10003247|Furniture|Furnishings|36X48 HARDFLOOR CHAIRMAT|33.568|2|0.2|-5.4548
2285|CA-2020-153108|05-03-2020|09-03-2020|Standard Class|SF-20200|Sarah Foster|Consumer|United States|New Castle|Indiana|47362|Central|OFF-AP-10002222|Office Supplies|Appliances|Staples|60.69|7|0.0|16.3863
1883|CA-2020-109512|05-03-2020|05-03-2020|Same Day|LF-17185|Luke Foster|Consumer|United States|New York City|New York|10011|East|OFF-ST-10000689|Office Supplies|Storage|Fellowes Strictly Business Drawer File, Letter/Legal Size|563.4|4|0.0|67.608
2284|CA-2020-153108|05-03-2020|09-03-2020|Standard Class|SF-20200|Sarah Foster|Consumer|United States|New Castle|Indiana|47362|Central|TEC-PH-10001552|Technology|Phones|I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink|23.92|2|0.0|6.6976
5087|CA-2020-109001|05-03-2020|09-03-2020|Standard Class|KN-16390|Katherine Nockton|Corporate|United States|Philadelphia|Pennsylvania|19120|East|TEC-PH-10000562|Technology|Phones|Samsung Convoy 3|466.158|7|0.4|-93.2316
2273|CA-2020-142944|06-03-2020|11-03-2020|Standard Class|JL-15850|John Lucas|Consumer|United States|San Francisco|California|94122|West|FUR-FU-10000308|Furniture|Furnishings|Deflect-o Glass Clear Studded Chair Mats|435.26|7|0.0|95.7572
2274|CA-2020-142944|06-03-2020|11-03-2020|Standard Class|JL-15850|John Lucas|Consumer|United States|San Francisco|California|94122|West|TEC-CO-10003763|Technology|Copiers|Canon PC1060 Personal Laser Copier|1119.984|2|0.2|377.9946
