Row ID|Order ID|Order Date|Ship Date|Ship Mode|Customer ID|Customer Name|Segment|Country|City|State|Postal Code|Region|Product ID|Category|Sub-Category|Product Name|Sales|Quantity|Discount|Profit
3758|CA-2021-111283|01-03-2021|05-03-2021|Standard Class|LC-16870|Lena Cacioppo|Consumer|United States|Newark|Ohio|43055|East|OFF-AR-10001615|Office Supplies|Art|Newell 34|111.104|7|0.2|8.3328
3953|US-2021-151862|02-03-2021|09-03-2021|Standard Class|ON-18715|Odella Nelson|Corporate|United States|Denver|Colorado|80219|West|TEC-PH-10003535|Technology|Phones|RCA ViSYS 25423RE1 Corded phone|159.984|2|0.2|13.9986
1086|US-2021-143819|02-03-2021|06-03-2021|Standard Class|KD-16270|Karen Daniels|Consumer|United States|Yonkers|New York|10701|East|TEC-MA-10003979|Technology|Machines|Ativa V4110MDD Micro-Cut Shredder|4899.93|7|0.0|2400.9657
1083|US-2021-143819|02-03-2021|06-03-2021|Standard Class|KD-16270|Karen Daniels|Consumer|United States|Yonkers|New York|10701|East|FUR-TA-10001095|Furniture|Tables|Chromcraft Round Conference Tables|836.592|8|0.4|-264.9208
1084|US-2021-143819|02-03-2021|06-03-2021|Standard Class|KD-16270|Karen Daniels|Consumer|United States|Yonkers|New York|10701|East|OFF-PA-10003127|Office Supplies|Paper|Staples|26.38|1|0.0|12.1348
1085|US-2021-143819|02-03-2021|06-03-2021|Standard Class|KD-16270|Karen Daniels|Consumer|United States|Yonkers|New York|10701|East|OFF-ST-10003208|Office Supplies|Storage|Adjustable Depth Letter/Legal Cart|362.92|2|0.0|105.2468
4749|CA-2021-120005|04-03-2021|04-03-2021|Same Day|TS-21160|Theresa Swint|Corporate|United States|San Francisco|California|94110|West|FUR-FU-10000672|Furniture|Furnishings|"Executive Impressions 10"" Spectator Wall Clock"|35.28|3|0.0|11.9952
3757|CA-2021-116799|04-03-2021|07-03-2021|First Class|JG-15310|Jason Gross|Corporate|United States|Odessa|Texas|79762|Central|FUR-CH-10004983|Furniture|Chairs|Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms|563.43|5|0.3|-56.343
3756|CA-2021-116799|04-03-2021|07-03-2021|First Class|JG-15310|Jason Gross|Corporate|United States|Odessa|Texas|79762|Central|OFF-PA-10001892|Office Supplies|Paper|"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"|42.784|7|0.2|15.5092
3887|CA-2021-167759|04-03-2021|09-03-2021|Second Class|CC-12670|Craig Carreira|Consumer|United States|Bloomington|Indiana|47401|Central|TEC-PH-10003171|Technology|Phones|Plantronics Encore H101 Dual Earpieces Headset|134.85|3|0.0|37.758
4003|CA-2021-145730|04-03-2021|09-03-2021|Standard Class|CC-12220|Chris Cortes|Consumer|United States|San Antonio|Texas|78207|Central|FUR-TA-10004915|Furniture|Tables|"Office Impressions End Table, 20-1/2""H x 24""W x 20""D"|637.896|3|0.3|-127.5792
5199|CA-2021-103982|04-03-2021|09-03-2021|Standard Class|AA-10315|Alex Avila|Consumer|United States|Round Rock|Texas|78664|Central|OFF-SU-10000151|Office Supplies|Supplies|High Speed Automatic Electric Letter Opener|3930.072|3|0.2|-786.0144
3093|CA-2021-112123|04-03-2021|09-03-2021|Standard Class|BH-11710|Brosina Hoffman|Consumer|United States|Newark|Delaware|19711|East|OFF-PA-10001977|Office Supplies|Paper|Xerox 194|166.44|3|0.0|79.8912
5202|CA-2021-103982|04-03-2021|09-03-2021|Standard Class|AA-10315|Alex Avila|Consumer|United States|Round Rock|Texas|78664|Central|TEC-AC-10002857|Technology|Accessories|Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack|41.72|7|0.2|5.7365
4004|CA-2021-145730|04-03-2021|09-03-2021|Standard Class|CC-12220|Chris Cortes|Consumer|United States|San Antonio|Texas|78207|Central|TEC-MA-10001016|Technology|Machines|Canon PC170 Desktop Personal Copier|287.91|3|0.4|33.5895
4748|CA-2021-120005|04-03-2021|04-03-2021|Same Day|TS-21160|Theresa Swint|Corporate|United States|San Francisco|California|94110|West|OFF-SU-10004782|Office Supplies|Supplies|"Elite 5"" Scissors"|25.35|3|0.0|7.605
3091|CA-2021-112123|04-03-2021|09-03-2021|Standard Class|BH-11710|Brosina Hoffman|Consumer|United States|Newark|Delaware|19711|East|OFF-BI-10001071|Office Supplies|Binders|GBC ProClick Punch Binding System|447.86|7|0.0|219.4514
4005|CA-2021-145730|04-03-2021|09-03-2021|Standard Class|CC-12220|Chris Cortes|Consumer|United States|San Antonio|Texas|78207|Central|OFF-EN-10000483|Office Supplies|Envelopes|White Envelopes, White Envelopes with Clear Poly Window|36.6|3|0.2|11.895
5201|CA-2021-103982|04-03-2021|09-03-2021|Standard Class|AA-10315|Alex Avila|Consumer|United States|Round Rock|Texas|78664|Central|TEC-PH-10000895|Technology|Phones|Polycom VVX 310 VoIP phone|431.976|3|0.2|32.3982
5200|CA-2021-103982|04-03-2021|09-03-2021|Standard Class|AA-10315|Alex Avila|Consumer|United States|Round Rock|Texas|78664|Central|OFF-FA-10001332|Office Supplies|Fasteners|"Acco Banker's Clasps, 5 3/4""-Long"|2.304|1|0.2|0.7776
3092|CA-2021-112123|04-03-2021|09-03-2021|Standard Class|BH-11710|Brosina Hoffman|Consumer|United States|Newark|Delaware|19711|East|TEC-PH-10001557|Technology|Phones|Pyle PMP37LED|479.95|5|0.0|129.5865
9750|CA-2021-158358|05-03-2021|09-03-2021|Standard Class|EM-13810|Eleni McCrary|Corporate|United States|Dover|New Hampshire|3820|East|TEC-AC-10002567|Technology|Accessories|Logitech G602 Wireless Gaming Mouse|159.98|2|0.0|57.5928
4215|CA-2021-164637|05-03-2021|09-03-2021|Standard Class|RD-19480|Rick Duston|Consumer|United States|Mishawaka|Indiana|46544|Central|OFF-BI-10003876|Office Supplies|Binders|"Green Canvas Binder for 8-1/2"" x 14"" Sheets"|128.4|3|0.0|64.2
