Row ID|Order ID|Order Date|Ship Date|Ship Mode|Customer ID|Customer Name|Segment|Country|City|State|Postal Code|Region|Product ID|Category|Sub-Category|Product Name|Sales|Quantity|Discount|Profit
5825|CA-2019-115056|02-05-2019|02-05-2019|Same Day|AR-10510|Andrew Roberts|Consumer|United States|Columbus|Ohio|43229|East|OFF-AP-10003971|Office Supplies|Appliances|Belkin 6 Outlet Metallic Surge Strip|26.136|3|0.2|1.9602
7037|CA-2019-124618|02-05-2019|04-05-2019|Second Class|CS-11860|Cari Schnelling|Consumer|United States|Lakeland|Florida|33801|South|TEC-CO-10004202|Technology|Copiers|Brother DCP1000 Digital 3 in 1 Multifunction Machine|479.984|2|0.2|89.997
1553|CA-2019-130274|03-05-2019|05-05-2019|First Class|JS-15940|Joni Sundaresam|Home Office|United States|Appleton|Wisconsin|54915|Central|OFF-LA-10002195|Office Supplies|Labels|Avery 481|21.56|7|0.0|10.3488
3863|CA-2019-135755|03-05-2019|10-05-2019|Standard Class|NC-18415|Nathan Cano|Consumer|United States|Yonkers|New York|10701|East|OFF-BI-10003981|Office Supplies|Binders|"Avery Durable Plastic 1"" Binders"|10.896|3|0.2|3.9498
3862|CA-2019-135755|03-05-2019|10-05-2019|Standard Class|NC-18415|Nathan Cano|Consumer|United States|Yonkers|New York|10701|East|OFF-BI-10004828|Office Supplies|Binders|GBC Poly Designer Binding Covers|40.176|3|0.2|14.5638
1460|CA-2019-155271|04-05-2019|04-05-2019|Same Day|AA-10480|Andrew Allen|Consumer|United States|Middletown|Connecticut|6457|East|FUR-FU-10001473|Furniture|Furnishings|DAX Wood Document Frame|27.46|2|0.0|9.8856
7296|CA-2019-111899|04-05-2019|05-05-2019|First Class|NC-18340|Nat Carroll|Consumer|United States|Houston|Texas|77036|Central|OFF-AR-10001725|Office Supplies|Art|Boston Home & Office Model 2000 Electric Pencil Sharpeners|37.84|2|0.2|2.838
7297|CA-2019-111899|04-05-2019|05-05-2019|First Class|NC-18340|Nat Carroll|Consumer|United States|Houston|Texas|77036|Central|OFF-FA-10000840|Office Supplies|Fasteners|OIC Thumb-Tacks|5.472|6|0.2|1.8468
8000|US-2019-148194|04-05-2019|07-05-2019|First Class|BS-11365|Bill Shonely|Corporate|United States|Seattle|Washington|98105|West|OFF-AP-10000696|Office Supplies|Appliances|Holmes Odor Grabber|57.68|4|0.0|19.0344
7999|US-2019-148194|04-05-2019|07-05-2019|First Class|BS-11365|Bill Shonely|Corporate|United States|Seattle|Washington|98105|West|FUR-FU-10001852|Furniture|Furnishings|Eldon Regeneration Recycled Desk Accessories, Smoke|12.18|7|0.0|3.8976
1166|CA-2019-117709|04-05-2019|08-05-2019|Standard Class|PM-18940|Paul MacIntyre|Consumer|United States|Jackson|Michigan|49201|Central|OFF-BI-10001294|Office Supplies|Binders|Fellowes Binding Cases|46.8|4|0.0|21.06
8596|CA-2019-111934|05-05-2019|07-05-2019|First Class|GD-14590|Giulietta Dortch|Corporate|United States|Arlington|Virginia|22204|South|OFF-BI-10004364|Office Supplies|Binders|Storex Dura Pro Binders|11.88|2|0.0|5.346
8597|CA-2019-111934|05-05-2019|07-05-2019|First Class|GD-14590|Giulietta Dortch|Corporate|United States|Arlington|Virginia|22204|South|OFF-PA-10000474|Office Supplies|Paper|Staples|35.44|1|0.0|16.6568
4656|CA-2019-160738|05-05-2019|10-05-2019|Standard Class|KH-16330|Katharine Harms|Corporate|United States|Freeport|Illinois|61032|Central|OFF-ST-10003442|Office Supplies|Storage|Eldon Portable Mobile Manager|45.248|2|0.2|3.9592
4560|CA-2019-110219|05-05-2019|08-05-2019|First Class|EB-13870|Emily Burns|Consumer|United States|San Antonio|Texas|78207|Central|FUR-CH-10001146|Furniture|Chairs|Global Value Mid-Back Manager's Chair, Gray|127.869|3|0.3|-9.1335
4214|CA-2019-166457|05-05-2019|09-05-2019|Second Class|PF-19120|Peter Fuller|Consumer|United States|Richmond|Kentucky|40475|South|OFF-PA-10001363|Office Supplies|Paper|Xerox 1933|24.56|2|0.0|11.5432
4213|CA-2019-166457|05-05-2019|09-05-2019|Second Class|PF-19120|Peter Fuller|Consumer|United States|Richmond|Kentucky|40475|South|OFF-AR-10003651|Office Supplies|Art|Newell 350|6.56|2|0.0|1.9024
4212|CA-2019-166457|05-05-2019|09-05-2019|Second Class|PF-19120|Peter Fuller|Consumer|United States|Richmond|Kentucky|40475|South|OFF-PA-10003016|Office Supplies|Paper|"Adams ""While You Were Out"" Message Pads"|9.42|3|0.0|4.239
