Row ID|Order ID|Order Date|Ship Date|Ship Mode|Customer ID|Customer Name|Segment|Country|City|State|Postal Code|Region|Product ID|Category|Sub-Category|Product Name|Sales|Quantity|Discount|Profit
6692|US-2022-165869|01-08-2022|06-08-2022|Standard Class|LS-17200|Luke Schmidt|Corporate|United States|Milwaukee|Wisconsin|53209|Central|OFF-AP-10002472|Office Supplies|Appliances|3M Office Air Cleaner|155.88|6|0.0|54.558
6691|US-2022-165869|01-08-2022|06-08-2022|Standard Class|LS-17200|Luke Schmidt|Corporate|United States|Milwaukee|Wisconsin|53209|Central|OFF-BI-10003460|Office Supplies|Binders|Acco 3-Hole Punch|17.52|4|0.0|8.4096
3785|CA-2022-125752|01-08-2022|05-08-2022|Standard Class|EH-14125|Eugene Hildebrand|Home Office|United States|Fort Lauderdale|Florida|33311|South|TEC-AC-10003590|Technology|Accessories|TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem|41.424|2|0.2|8.2848
9703|CA-2022-147032|01-08-2022|05-08-2022|Standard Class|LB-16795|Laurel Beltran|Home Office|United States|Wilmington|Delaware|19805|East|OFF-PA-10003256|Office Supplies|Paper|Avery Personal Creations Heavyweight Cards|11.54|1|0.0|5.5392
9704|CA-2022-147032|01-08-2022|05-08-2022|Standard Class|LB-16795|Laurel Beltran|Home Office|United States|Wilmington|Delaware|19805|East|OFF-BI-10003656|Office Supplies|Binders|Fellowes PB200 Plastic Comb Binding Machine|849.95|5|0.0|390.977
9705|CA-2022-147032|01-08-2022|05-08-2022|Standard Class|LB-16795|Laurel Beltran|Home Office|United States|Wilmington|Delaware|19805|East|OFF-BI-10002897|Office Supplies|Binders|"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2"""|11.01|3|0.0|5.3949
5713|CA-2022-115805|01-08-2022|01-08-2022|Same Day|KW-16435|Katrina Willman|Consumer|United States|Chicago|Illinois|60653|Central|TEC-PH-10003092|Technology|Phones|Motorola L804|36.792|1|0.2|4.1391
2225|CA-2022-121909|01-08-2022|06-08-2022|Standard Class|EA-14035|Erin Ashbrook|Corporate|United States|Philadelphia|Pennsylvania|19134|East|OFF-PA-10003790|Office Supplies|Paper|Xerox 1991|54.816|3|0.2|17.8152
6456|CA-2022-161102|01-08-2022|04-08-2022|First Class|EC-14050|Erin Creighton|Consumer|United States|San Francisco|California|94110|West|FUR-FU-10003142|Furniture|Furnishings|Master Big Foot Doorstop, Beige|36.96|7|0.0|11.4576
6455|CA-2022-161102|01-08-2022|04-08-2022|First Class|EC-14050|Erin Creighton|Consumer|United States|San Francisco|California|94110|West|OFF-ST-10003442|Office Supplies|Storage|Eldon Portable Mobile Manager|56.56|2|0.0|15.2712
