Row ID|Order ID|Order Date|Ship Date|Ship Mode|Customer ID|Customer Name|Segment|Country|City|State|Postal Code|Region|Product ID|Category|Sub-Category|Product Name|Sales|Quantity|Discount|Profit
2715|CA-2020-103723|01-12-2020|06-12-2020|Standard Class|BT-11305|Beth Thompson|Home Office|United States|Seattle|Washington|98105|West|OFF-AR-10003251|Office Supplies|Art|Prang Drawing Pencil Set|0|0|0.0|5.56
1461|CA-2020-119907|01-12-2020|08-12-2020|Standard Class|LC-17140|Logan Currie|Consumer|United States|Seattle|Washington|98103|West|OFF-BI-10001765|Office Supplies|Binders|Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges|0|0|0.2|19.3984
6882|CA-2020-137113|01-12-2020|05-12-2020|Second Class|TW-21025|Tamara Willingham|Home Office|United States|Seattle|Washington|98105|West|FUR-TA-10001705|Furniture|Tables|Bush Advantage Collection Round Conference Table|0|0|0.0|401.814
8893|CA-2020-111038|01-12-2020|06-12-2020|Standard Class|LC-16960|Lindsay Castell|Home Office|United States|San Diego|California|92037|West|FUR-CH-10003973|Furniture|Chairs|GuestStacker Chair with Chrome Finish Legs|0|0|0.2|267.6672
6880|CA-2020-137113|01-12-2020|05-12-2020|Second Class|TW-21025|Tamara Willingham|Home Office|United States|Seattle|Washington|98105|West|FUR-CH-10001215|Furniture|Chairs|Global Troy Executive Leather Low-Back Tilter|0|0|0.2|125.245
1474|US-2020-105676|01-12-2020|02-12-2020|Same Day|NM-18520|Neoma Murray|Consumer|United States|Houston|Texas|77036|Central|FUR-FU-10004270|Furniture|Furnishings|Eldon Image Series Desk Accessories, Burgundy|0|0|0.6|-4.0128
6881|CA-2020-137113|01-12-2020|05-12-2020|Second Class|TW-21025|Tamara Willingham|Home Office|United States|Seattle|Washington|98105|West|OFF-PA-10004255|Office Supplies|Paper|Xerox 219|0|0|0.0|15.552
3920|US-2020-148817|01-12-2020|07-12-2020|Standard Class|KD-16495|Keith Dawkins|Corporate|United States|Chesapeake|Virginia|23320|South|OFF-ST-10001321|Office Supplies|Storage|Decoflex Hanging Personal Folder File, Blue|0|0|0.0|16.6536
9356|CA-2020-110324|01-12-2020|05-12-2020|Standard Class|MA-17560|Matt Abelman|Home Office|United States|Jackson|Michigan|49201|Central|OFF-AR-10000823|Office Supplies|Art|Newell 307|0|0|0.0|1.0192
9355|CA-2020-110324|01-12-2020|05-12-2020|Standard Class|MA-17560|Matt Abelman|Home Office|United States|Jackson|Michigan|49201|Central|OFF-PA-10001826|Office Supplies|Paper|Xerox 207|0|0|0.0|9.3312
